Market,Month,Year,Maize.price,Beans.price,Latitude,Longitude
Turkana,December,2021,66,123,3.70367,34.87184
Wajir,January,2021,56,NA,1.75047,40.0595
Wajir,February,2021,56,NA,1.75047,40.0595
Wajir,March,2021,60,NA,1.75047,40.0595
Wajir,April,2021,63,NA,1.75047,40.0595
Wajir,May,2021,63,NA,1.75047,40.0595
Wajir,June,2021,67,NA,1.75047,40.0595
Wajir,July,2021,70,NA,1.75047,40.0595
Wajir,August,2021,70,NA,1.75047,40.0595
Wajir,September,2021,70,NA,1.75047,40.0595
Wajir,October,2021,70,NA,1.75047,40.0595
Wajir,November,2021,65,NA,1.75047,40.0595
Wajir,December,2021,68,NA,1.75047,40.0595
West Pokot,January,2021,32,101,1.25225,35.09099
West Pokot,February,2021,32,100,1.25225,35.09099
West Pokot,March,2021,34,104,1.25225,35.09099
West Pokot,April,2021,38,117,1.25225,35.09099
West Pokot,May,2021,37,125,1.25225,35.09099
West Pokot,June,2021,41,116,1.25225,35.09099
West Pokot,July,2021,45,98,1.25225,35.09099
West Pokot,August,2021,43,98,1.25225,35.09099
West Pokot,September,2021,39,93,1.25225,35.09099
West Pokot,October,2021,35,95,1.25225,35.09099
West Pokot,November,2021,35,93,1.25225,35.09099
West Pokot,December,2021,41,96,1.25225,35.09099
Baringo,January,2020,46,124,0.46975,35.97937
Baringo,February,2020,47.3,111,0.46975,35.97937
Baringo,March,2020,48.5,114.2,0.46975,35.97937
Baringo,April,2020,51.7,121.51,0.46975,35.97937
Baringo,May,2020,51,125.2,0.46975,35.97937
Baringo,June,2020,51,131.9,0.46975,35.97937
Baringo,July,2020,47,126,0.46975,35.97937
Baringo,August,2020,41,120,0.46975,35.97937
Baringo,September,2020,39,107,0.46975,35.97937
Baringo,October,2020,39,114,0.46975,35.97937
Baringo,November,2020,39,118,0.46975,35.97937
Baringo,December,2020,40,114,0.46975,35.97937
Embu,January,2020,44.4,77,-0.87239,37.23352
Embu,February,2020,30,49,-0.87239,37.23352
Embu,March,2020,33,77,-0.87239,37.23352
Embu,April,2020,41,84,-0.87239,37.23352
Embu,May,2020,31,85,-0.87239,37.23352
Embu,June,2020,33,100,-0.87239,37.23352
Embu,July,2020,31,105,-0.87239,37.23352
Embu,August,2020,31,105,-0.87239,37.23352
Embu,September,2020,36,105,-0.87239,37.23352
Embu,October,2020,35,114,-0.87239,37.23352
Embu,November,2020,35,120,-0.87239,37.23352
Embu,December,2020,35,118,-0.87239,37.23352
Garissa,January,2020,64.6,NA,-0.45671,39.64047
Garissa,February,2020,67,NA,-0.45671,39.64047
Garissa,March,2020,68,NA,-0.45671,39.64047
Garissa,April,2020,68,NA,-0.45671,39.64047
Garissa,May,2020,68,NA,-0.45671,39.64047
Garissa,June,2020,68,NA,-0.45671,39.64047
Garissa,July,2020,68,NA,-0.45671,39.64047
Garissa,August,2020,68,NA,-0.45671,39.64047
Garissa,September,2020,80,NA,-0.45671,39.64047
Garissa,October,2020,85,NA,-0.45671,39.64047
Garissa,November,2020,70,NA,-0.45671,39.64047
Garissa,December,2020,70,NA,-0.45671,39.64047
Isiolo,January,2020,51,85,0.35,37.5833
Isiolo,February,2020,50,100,0.35,37.5833
Isiolo,March,2020,51,101,0.35,37.5833
Isiolo,April,2020,NA,NA,0.35,37.5833
Isiolo,May,2020,52,107,0.35,37.5833
Isiolo,June,2020,52,105,0.35,37.5833
Isiolo,July,2020,50,106,0.35,37.5833
Isiolo,August,2020,51,108.3,0.35,37.5833
Isiolo,September,2020,52,109,0.35,37.5833
Isiolo,October,2020,52,111,0.35,37.5833
Isiolo,November,2020,52,110,0.35,37.5833
Isiolo,December,2020,NA,NA,0.35,37.5833
Kajiado,January,2020,53,91,-1.84592,36.78918
Kajiado,February,2020,50,93,-1.84592,36.78918
Kajiado,March,2020,47,100,-1.84592,36.78918
Kajiado,April,2020,54,105,-1.84592,36.78918
Kajiado,May,2020,53,104,-1.84592,36.78918
Kajiado,June,2020,54,107,-1.84592,36.78918
Kajiado,July,2020,50,100,-1.84592,36.78918
Kajiado,August,2020,46,101,-1.84592,36.78918
Kajiado,September,2020,53,101,-1.84592,36.78918
Kajiado,October,2020,55,102,-1.84592,36.78918
Kajiado,November,2020,53,100,-1.84592,36.78918
Kajiado,December,2020,55,102,-1.84592,36.78918
Kilifi,January,2020,46.9,107,-3.6333,39.85
Kilifi,February,2020,45.7,103.5,-3.6333,39.85
Kilifi,March,2020,41.9,104.1,-3.6333,39.85
Kilifi,April,2020,50.8,105.6,-3.6333,39.85
Kilifi,May,2020,44.8,99.3,-3.6333,39.85
Kilifi,June,2020,43.7,107.3,-3.6333,39.85
Kilifi,July,2020,44.3,106.6,-3.6333,39.85
Kilifi,August,2020,41.7,106.4,-3.6333,39.85
Kilifi,September,2020,38.1,104.5,-3.6333,39.85
Kilifi,October,2020,41.9,105.9,-3.6333,39.85
Kilifi,November,2020,39.9,104.3,-3.6333,39.85
Kilifi,December,2020,37.6,106.3,-3.6333,39.85
Kitui,January,2020,39,79,-1.36648,38.01201
Kitui,February,2020,37,78,-1.36648,38.01201
Kitui,March,2020,30,78,-1.36648,38.01201
Kitui,April,2020,32,86,-1.36648,38.01201
Kitui,May,2020,34,92,-1.36648,38.01201
Kitui,June,2020,33,95,-1.36648,38.01201
Kitui,July,2020,34,98,-1.36648,38.01201
Kitui,August,2020,33,92,-1.36648,38.01201
Kitui,September,2020,34,94,-1.36648,38.01201
Kitui,October,2020,33,85,-1.36648,38.01201
Kitui,November,2020,35,94,-1.36648,38.01201
Kitui,December,2020,33,94,-1.36648,38.01201
Kwale,January,2020,38.4,NA,-4.28178,39.56682
Kwale,February,2020,40.2,NA,-4.28178,39.56682
Kwale,March,2020,39.5,NA,-4.28178,39.56682
Kwale,April,2020,42.3,NA,-4.28178,39.56682
Kwale,May,2020,48.3,NA,-4.28178,39.56682
Kwale,June,2020,53.6,NA,-4.28178,39.56682
Kwale,July,2020,48,NA,-4.28178,39.56682
Kwale,August,2020,41.25,NA,-4.28178,39.56682
Kwale,September,2020,46.7,NA,-4.28178,39.56682
Kwale,October,2020,50.4,NA,-4.28178,39.56682
Kwale,November,2020,43.2,NA,-4.28178,39.56682
Kwale,December,2020,44.6,NA,-4.28178,39.56682
Laikipia,January,2020,39,NA,-0.7182,36.43624
Laikipia,February,2020,39,NA,-0.7182,36.43624
Laikipia,March,2020,38,NA,-0.7182,36.43624
Laikipia,April,2020,38,NA,-0.7182,36.43624
Laikipia,May,2020,37,NA,-0.7182,36.43624
Laikipia,June,2020,37,NA,-0.7182,36.43624
Laikipia,July,2020,37,NA,-0.7182,36.43624
Laikipia,August,2020,36,NA,-0.7182,36.43624
Laikipia,September,2020,35,NA,-0.7182,36.43624
Laikipia,October,2020,32,NA,-0.7182,36.43624
Laikipia,November,2020,32,NA,-0.7182,36.43624
Laikipia,December,2020,32.2,NA,-0.7182,36.43624
Lamu,January,2020,93,117,-2.26754,40.90106
Lamu,February,2020,85,116,-2.26754,40.90106
Lamu,March,2020,57,110,-2.26754,40.90106
Lamu,April,2020,54,108,-2.26754,40.90106
Lamu,May,2020,54,122,-2.26754,40.90106
Lamu,June,2020,61,116,-2.26754,40.90106
Lamu,July,2020,55,117,-2.26754,40.90106
Lamu,August,2020,36,119,-2.26754,40.90106
Lamu,September,2020,35,123,-2.26754,40.90106
Lamu,October,2020,35,123,-2.26754,40.90106
Lamu,November,2020,35,111,-2.26754,40.90106
Lamu,December,2020,39,126,-2.26754,40.90106
Makueni,January,2020,45,78,-1.54214,37.25674
Makueni,February,2020,45,80,-1.54214,37.25674
Makueni,March,2020,33,90,-1.54214,37.25674
Makueni,April,2020,33,85,-1.54214,37.25674
Makueni,May,2020,35,96,-1.54214,37.25674
Makueni,June,2020,35,93,-1.54214,37.25674
Makueni,July,2020,35,90,-1.54214,37.25674
Makueni,August,2020,35,90,-1.54214,37.25674
Makueni,September,2020,35,93,-1.54214,37.25674
Makueni,October,2020,37,100,-1.54214,37.25674
Makueni,November,2020,37,100,-1.54214,37.25674
Makueni,December,2020,37,100,-1.54214,37.25674
Mandera,January,2020,80,NA,3.93842,41.85732
Mandera,February,2020,79,NA,3.93842,41.85732
Mandera,March,2020,77,NA,3.93842,41.85732
Mandera,April,2020,81,NA,3.93842,41.85732
Mandera,May,2020,82,NA,3.93842,41.85732
Mandera,June,2020,82,NA,3.93842,41.85732
Mandera,July,2020,81,NA,3.93842,41.85732
Mandera,August,2020,82,NA,3.93842,41.85732
Mandera,September,2020,84,NA,3.93842,41.85732
Mandera,October,2020,82,NA,3.93842,41.85732
Mandera,November,2020,83,NA,3.93842,41.85732
Mandera,December,2020,82,NA,3.93842,41.85732
Marsabit,January,2020,45,80,2.33806,37.99164
Marsabit,February,2020,44,83,2.33806,37.99164
Marsabit,March,2020,43,87,2.33806,37.99164
Marsabit,April,2020,47,96,2.33806,37.99164
Marsabit,May,2020,48,105,2.33806,37.99164
Marsabit,June,2020,46,100,2.33806,37.99164
Marsabit,July,2020,47,96,2.33806,37.99164
Marsabit,August,2020,45,89,2.33806,37.99164
Marsabit,September,2020,45,92,2.33806,37.99164
Marsabit,October,2020,44,92,2.33806,37.99164
Marsabit,November,2020,44,90,2.33806,37.99164
Marsabit,December,2020,47,91,2.33806,37.99164
Meru,January,2020,42,60.4,0.04998,37.65001
Meru,February,2020,32,55,0.04998,37.65001
Meru,March,2020,25.4,56.7,0.04998,37.65001
Meru,April,2020,29,80,0.04998,37.65001
Meru,May,2020,32,70,0.04998,37.65001
Meru,June,2020,34,59,0.04998,37.65001
Meru,July,2020,33,69,0.04998,37.65001
Meru,August,2020,27.5,68,0.04998,37.65001
Meru,September,2020,29.3,71.8,0.04998,37.65001
Meru,October,2020,30,71.8,0.04998,37.65001
Meru,November,2020,33,82.1,0.04998,37.65001
Meru,December,2020,30,77,0.04998,37.65001
Narok,January,2020,47,98,-1.08869,35.87149
Narok,February,2020,43,100,-1.08869,35.87149
Narok,March,2020,40,98,-1.08869,35.87149
Narok,April,2020,50,105,-1.08869,35.87149
Narok,May,2020,51,125,-1.08869,35.87149
Narok,June,2020,52,115,-1.08869,35.87149
Narok,July,2020,46,110,-1.08869,35.87149
Narok,August,2020,48,98,-1.08869,35.87149
Narok,September,2020,43,105,-1.08869,35.87149
Narok,October,2020,43,104,-1.08869,35.87149
Narok,November,2020,52,107,-1.08869,35.87149
Narok,December,2020,47.01,107,-1.08869,35.87149
Nyeri,January,2020,47,88.6,-0.4193,36.9517
Nyeri,February,2020,45,90,-0.4193,36.9517
Nyeri,March,2020,43,84,-0.4193,36.9517
Nyeri,April,2020,43.5,87,-0.4193,36.9517
Nyeri,May,2020,42.5,90,-0.4193,36.9517
Nyeri,June,2020,42.4,97,-0.4193,36.9517
Nyeri,July,2020,42.6,99,-0.4193,36.9517
Nyeri,August,2020,42.2,85,-0.4193,36.9517
Nyeri,September,2020,40,83,-0.4193,36.9517
Nyeri,October,2020,43,98,-0.4193,36.9517
Nyeri,November,2020,39,99,-0.4193,36.9517
Nyeri,December,2020,44,98,-0.4193,36.9517
Samburu,January,2020,51.8,NA,1.1,36.7
Samburu,February,2020,52,NA,1.1,36.7
Samburu,March,2020,50,NA,1.1,36.7
Samburu,April,2020,48,NA,1.1,36.7
Samburu,May,2020,49,NA,1.1,36.7
Samburu,June,2020,50,NA,1.1,36.7
Samburu,July,2020,48.9,NA,1.1,36.7
Samburu,August,2020,48.2,NA,1.1,36.7
Samburu,September,2020,49.3,NA,1.1,36.7
Samburu,October,2020,48.8,NA,1.1,36.7
Samburu,November,2020,47.4,NA,1.1,36.7
Samburu,December,2020,48,NA,1.1,36.7
Taita Taveta,January,2020,44.3,94.8,-3.40457,38.36616
Taita Taveta,February,2020,43.3,92.9,-3.40457,38.36616
Taita Taveta,March,2020,38.6,91.9,-3.40457,38.36616
Taita Taveta,April,2020,36.7,91.9,-3.40457,38.36616
Taita Taveta,May,2020,36.4,91.4,-3.40457,38.36616
Taita Taveta,June,2020,36,92.9,-3.40457,38.36616
Taita Taveta,July,2020,36,92.9,-3.40457,38.36616
Taita Taveta,August,2020,36,92.9,-3.40457,38.36616
Taita Taveta,September,2020,36.4,92.9,-3.40457,38.36616
Taita Taveta,October,2020,36.4,95,-3.40457,38.36616
Taita Taveta,November,2020,36.4,95,-3.40457,38.36616
Taita Taveta,December,2020,37.8,NA,-3.40457,38.36616
Tana River,January,2020,69,NA,-1.18902,39.83223
Tana River,February,2020,53,NA,-1.18902,39.83223
Tana River,March,2020,51,NA,-1.18902,39.83223
Tana River,April,2020,49,NA,-1.18902,39.83223
Tana River,May,2020,66,NA,-1.18902,39.83223
Tana River,June,2020,57,NA,-1.18902,39.83223
Tana River,July,2020,57,NA,-1.18902,39.83223
Tana River,August,2020,66,NA,-1.18902,39.83223
Tana River,September,2020,56,NA,-1.18902,39.83223
Tana River,October,2020,53,NA,-1.18902,39.83223
Tana River,November,2020,46,NA,-1.18902,39.83223
Tana River,December,2020,45,NA,-1.18902,39.83223
Tharaka Nithi,January,2020,41,NA,-0.15708,37.97344
Tharaka Nithi,February,2020,40,NA,-0.15708,37.97344
Tharaka Nithi,March,2020,38,NA,-0.15708,37.97344
Tharaka Nithi,April,2020,41,NA,-0.15708,37.97344
Tharaka Nithi,May,2020,37,NA,-0.15708,37.97344
Tharaka Nithi,June,2020,36,NA,-0.15708,37.97344
Tharaka Nithi,July,2020,39,NA,-0.15708,37.97344
Tharaka Nithi,August,2020,36,NA,-0.15708,37.97344
Tharaka Nithi,September,2020,36,NA,-0.15708,37.97344
Tharaka Nithi,October,2020,35,NA,-0.15708,37.97344
Tharaka Nithi,November,2020,34,NA,-0.15708,37.97344
Tharaka Nithi,December,2020,35,NA,-0.15708,37.97344
Turkana,January,2020,64,100,3.70367,34.87184
Turkana,February,2020,64,102,3.70367,34.87184
Turkana,March,2020,60,100,3.70367,34.87184
Turkana,April,2020,63,110,3.70367,34.87184
Turkana,May,2020,70,108,3.70367,34.87184
Turkana,June,2020,69,113,3.70367,34.87184
Turkana,July,2020,71,114,3.70367,34.87184
Turkana,August,2020,70,120,3.70367,34.87184
Turkana,September,2020,70,123,3.70367,34.87184
Turkana,October,2020,68,112,3.70367,34.87184
Turkana,November,2020,64,115,3.70367,34.87184
Turkana,December,2020,65,109,3.70367,34.87184
Wajir,January,2020,51,NA,1.75047,40.0595
Wajir,February,2020,52,NA,1.75047,40.0595
Wajir,March,2020,55,NA,1.75047,40.0595
Wajir,April,2020,59,NA,1.75047,40.0595
Wajir,May,2020,53,NA,1.75047,40.0595
Wajir,June,2020,55,NA,1.75047,40.0595
Wajir,July,2020,55,NA,1.75047,40.0595
Wajir,August,2020,55,NA,1.75047,40.0595
Wajir,September,2020,55,NA,1.75047,40.0595
Wajir,October,2020,55.5,NA,1.75047,40.0595
Wajir,November,2020,56,NA,1.75047,40.0595
Wajir,December,2020,53,NA,1.75047,40.0595
West Pokot,January,2020,35,102,1.25225,35.09099
West Pokot,February,2020,36,104,1.25225,35.09099
West Pokot,March,2020,37,108,1.25225,35.09099
West Pokot,April,2020,38,114,1.25225,35.09099
West Pokot,May,2020,42,138,1.25225,35.09099
West Pokot,June,2020,45,138,1.25225,35.09099
West Pokot,July,2020,44,103,1.25225,35.09099
West Pokot,August,2020,41,92,1.25225,35.09099
West Pokot,September,2020,35,96,1.25225,35.09099
West Pokot,October,2020,32,100,1.25225,35.09099
West Pokot,November,2020,27,101,1.25225,35.09099
West Pokot,December,2020,30,104,1.25225,35.09099
Baringo,January,2019,36,109,0.46975,35.97937
Baringo,February,2019,39,111,0.46975,35.97937
Baringo,March,2019,41,111,0.46975,35.97937
Baringo,April,2019,44,105,0.46975,35.97937
Baringo,May,2019,52,117,0.46975,35.97937
Baringo,June,2019,51,121,0.46975,35.97937
Baringo,July,2019,56,139,0.46975,35.97937
Baringo,August,2019,55,126,0.46975,35.97937
Baringo,September,2019,47,113,0.46975,35.97937
Baringo,October,2019,44,109,0.46975,35.97937
Baringo,November,2019,44,108,0.46975,35.97937
Baringo,December,2019,46,115,0.46975,35.97937
Embu,January,2019,28.3,71.7,-0.87239,37.23352
Embu,February,2019,26.9,69,-0.87239,37.23352
Embu,March,2019,26,76,-0.87239,37.23352
Embu,April,2019,38.9,91.7,-0.87239,37.23352
Embu,May,2019,40.8,93.3,-0.87239,37.23352
Embu,June,2019,47.3,98.7,-0.87239,37.23352
Embu,July,2019,46.5,102,-0.87239,37.23352
Embu,August,2019,48.1,114.2,-0.87239,37.23352
Embu,September,2019,50,115.8,-0.87239,37.23352
Embu,October,2019,46.5,115.4,-0.87239,37.23352
Embu,November,2019,49.3,112.1,-0.87239,37.23352
Embu,December,2019,47,112.1,-0.87239,37.23352
Garissa,January,2019,65,NA,-0.45671,39.64047
Garissa,February,2019,65,NA,-0.45671,39.64047
Garissa,March,2019,65,NA,-0.45671,39.64047
Garissa,April,2019,65,NA,-0.45671,39.64047
Garissa,May,2019,65,NA,-0.45671,39.64047
Garissa,June,2019,65,NA,-0.45671,39.64047
Garissa,July,2019,65,NA,-0.45671,39.64047
Garissa,August,2019,65,NA,-0.45671,39.64047
Garissa,September,2019,65,NA,-0.45671,39.64047
Garissa,October,2019,65,NA,-0.45671,39.64047
Garissa,November,2019,65,NA,-0.45671,39.64047
Garissa,December,2019,68,NA,-0.45671,39.64047
Isiolo,January,2019,52,92,0.35,37.5833
Isiolo,February,2019,48,94,0.35,37.5833
Isiolo,March,2019,49,95,0.35,37.5833
Isiolo,April,2019,50,100,0.35,37.5833
Isiolo,May,2019,51,109,0.35,37.5833
Isiolo,June,2019,53,113,0.35,37.5833
Isiolo,July,2019,55,120,0.35,37.5833
Isiolo,August,2019,55,120,0.35,37.5833
Isiolo,September,2019,56,121,0.35,37.5833
Isiolo,October,2019,56,130,0.35,37.5833
Isiolo,November,2019,56,133,0.35,37.5833
Isiolo,December,2019,55,110,0.35,37.5833
Kilifi,January,2019,41.1,76,-3.6333,39.85
Kilifi,February,2019,41,74.5,-3.6333,39.85
Kilifi,March,2019,37.3,76,-3.6333,39.85
Kilifi,April,2019,45.1,85.2,-3.6333,39.85
Kilifi,May,2019,49.1,97.5,-3.6333,39.85
Kilifi,June,2019,45,103.8,-3.6333,39.85
Kilifi,July,2019,47.9,119,-3.6333,39.85
Kilifi,August,2019,47,114.8,-3.6333,39.85
Kilifi,September,2019,45.5,102.1,-3.6333,39.85
Kilifi,October,2019,47.9,107.9,-3.6333,39.85
Kilifi,November,2019,45.5,113.2,-3.6333,39.85
Kilifi,December,2019,47.3,105.9,-3.6333,39.85
Kitui,January,2019,29.3,71.2,-1.36648,38.01201
Kitui,February,2019,25.7,68.8,-1.36648,38.01201
Kitui,March,2019,28.6,70,-1.36648,38.01201
Kitui,April,2019,34,77,-1.36648,38.01201
Kitui,May,2019,42,81,-1.36648,38.01201
Kitui,June,2019,41,85,-1.36648,38.01201
Kitui,July,2019,44,88,-1.36648,38.01201
Kitui,August,2019,45,93,-1.36648,38.01201
Kitui,September,2019,43,90,-1.36648,38.01201
Kitui,October,2019,45,88,-1.36648,38.01201
Kitui,November,2019,44,93,-1.36648,38.01201
Kitui,December,2019,45,89,-1.36648,38.01201
Kwale,January,2019,34.6,NA,-4.28178,39.56682
Kwale,February,2019,32.6,NA,-4.28178,39.56682
Kwale,March,2019,35.8,NA,-4.28178,39.56682
Kwale,April,2019,60,NA,-4.28178,39.56682
Kwale,May,2019,50.7,NA,-4.28178,39.56682
Kwale,June,2019,46.1,NA,-4.28178,39.56682
Kwale,July,2019,47.9,NA,-4.28178,39.56682
Kwale,August,2019,50.9,NA,-4.28178,39.56682
Kwale,September,2019,48.1,NA,-4.28178,39.56682
Kwale,October,2019,47.1,NA,-4.28178,39.56682
Kwale,November,2019,51.25,NA,-4.28178,39.56682
Kwale,December,2019,43,NA,-4.28178,39.56682
Laikipia,January,2019,25.3,NA,-0.7182,36.43624
Laikipia,February,2019,26,NA,-0.7182,36.43624
Laikipia,March,2019,28.4,NA,-0.7182,36.43624
Laikipia,April,2019,37.3,NA,-0.7182,36.43624
Laikipia,May,2019,37.3,NA,-0.7182,36.43624
Laikipia,June,2019,41.3,NA,-0.7182,36.43624
Laikipia,July,2019,42.5,NA,-0.7182,36.43624
Laikipia,August,2019,42.5,NA,-0.7182,36.43624
Laikipia,September,2019,44,NA,-0.7182,36.43624
Laikipia,October,2019,44,NA,-0.7182,36.43624
Laikipia,November,2019,40,NA,-0.7182,36.43624
Laikipia,December,2019,39,NA,-0.7182,36.43624
Lamu,January,2019,53,106,-2.26754,40.90106
Lamu,February,2019,54,105,-2.26754,40.90106
Lamu,March,2019,56,106,-2.26754,40.90106
Lamu,April,2019,56,102,-2.26754,40.90106
Lamu,May,2019,50,97,-2.26754,40.90106
Lamu,June,2019,49,106,-2.26754,40.90106
Lamu,July,2019,49,112,-2.26754,40.90106
Lamu,August,2019,50,121,-2.26754,40.90106
Lamu,September,2019,42,106,-2.26754,40.90106
Lamu,October,2019,60,111,-2.26754,40.90106
Lamu,November,2019,40,108,-2.26754,40.90106
Lamu,December,2019,78,112,-2.26754,40.90106
Makueni,January,2019,30,76,-1.54214,37.25674
Makueni,February,2019,30,76,-1.54214,37.25674
Makueni,March,2019,30,75,-1.54214,37.25674
Makueni,April,2019,33.8,78,-1.54214,37.25674
Makueni,May,2019,40,80,-1.54214,37.25674
Makueni,June,2019,40,80,-1.54214,37.25674
Makueni,July,2019,45,89,-1.54214,37.25674
Makueni,August,2019,45,89,-1.54214,37.25674
Makueni,September,2019,45,87,-1.54214,37.25674
Makueni,October,2019,45,100,-1.54214,37.25674
Makueni,November,2019,45,105,-1.54214,37.25674
Makueni,December,2019,45,105,-1.54214,37.25674
Mandera,January,2019,68,NA,3.93842,41.85732
Mandera,February,2019,70,NA,3.93842,41.85732
Mandera,March,2019,75,NA,3.93842,41.85732
Mandera,April,2019,74,NA,3.93842,41.85732
Mandera,May,2019,75,NA,3.93842,41.85732
Mandera,June,2019,75,NA,3.93842,41.85732
Mandera,July,2019,76,NA,3.93842,41.85732
Mandera,August,2019,80,NA,3.93842,41.85732
Mandera,September,2019,81,NA,3.93842,41.85732
Mandera,October,2019,80,NA,3.93842,41.85732
Mandera,November,2019,85,NA,3.93842,41.85732
Mandera,December,2019,80,NA,3.93842,41.85732
Marsabit,January,2019,41,79,2.33806,37.99164
Marsabit,February,2019,44,82,2.33806,37.99164
Marsabit,March,2019,47,86,2.33806,37.99164
Marsabit,April,2019,49,91,2.33806,37.99164
Marsabit,May,2019,50,88,2.33806,37.99164
Marsabit,June,2019,NA,83,2.33806,37.99164
Marsabit,July,2019,46,81,2.33806,37.99164
Marsabit,August,2019,47,81,2.33806,37.99164
Marsabit,September,2019,47,94,2.33806,37.99164
Marsabit,October,2019,50,97,2.33806,37.99164
Marsabit,November,2019,49,95,2.33806,37.99164
Marsabit,December,2019,45,91,2.33806,37.99164
Meru,January,2019,27.7,50,0.04998,37.65001
Meru,February,2019,27.5,43.5,0.04998,37.65001
Meru,March,2019,27.9,44,0.04998,37.65001
Meru,April,2019,34.2,57.2,0.04998,37.65001
Meru,May,2019,35.7,76,0.04998,37.65001
Meru,June,2019,36.2,78.5,0.04998,37.65001
Meru,July,2019,45,92.1,0.04998,37.65001
Meru,August,2019,43.6,91.5,0.04998,37.65001
Meru,September,2019,46.7,97.1,0.04998,37.65001
Meru,October,2019,48.2,100,0.04998,37.65001
Meru,November,2019,46.5,100,0.04998,37.65001
Meru,December,2019,44.5,92.2,0.04998,37.65001
Narok,January,2019,39,83,-1.08869,35.87149
Narok,February,2019,38,85,-1.08869,35.87149
Narok,March,2019,39,96,-1.08869,35.87149
Narok,April,2019,44,98,-1.08869,35.87149
Narok,May,2019,51,104,-1.08869,35.87149
Narok,June,2019,50,102,-1.08869,35.87149
Narok,July,2019,58,93,-1.08869,35.87149
Narok,August,2019,51,82,-1.08869,35.87149
Narok,September,2019,48,88,-1.08869,35.87149
Narok,October,2019,48,97,-1.08869,35.87149
Narok,November,2019,47,102,-1.08869,35.87149
Narok,December,2019,50,100,-1.08869,35.87149
Nyeri,January,2019,35,87.5,-0.4193,36.9517
Nyeri,February,2019,32,77,-0.4193,36.9517
Nyeri,March,2019,NA,NA,-0.4193,36.9517
Nyeri,April,2019,49,88,-0.4193,36.9517
Nyeri,May,2019,48,92.5,-0.4193,36.9517
Nyeri,June,2019,50,90.5,-0.4193,36.9517
Nyeri,July,2019,56.3,97.5,-0.4193,36.9517
Nyeri,August,2019,51,88,-0.4193,36.9517
Nyeri,September,2019,53,93,-0.4193,36.9517
Nyeri,October,2019,54.2,93,-0.4193,36.9517
Nyeri,November,2019,50,92.7,-0.4193,36.9517
Nyeri,December,2019,53.8,100,-0.4193,36.9517
Samburu,January,2019,44.7,NA,1.1,36.7
Samburu,February,2019,45.6,NA,1.1,36.7
Samburu,March,2019,43.5,NA,1.1,36.7
Samburu,April,2019,46.3,NA,1.1,36.7
Samburu,May,2019,50.6,NA,1.1,36.7
Samburu,June,2019,50.6,NA,1.1,36.7
Samburu,July,2019,52.6,NA,1.1,36.7
Samburu,August,2019,49.4,NA,1.1,36.7
Samburu,September,2019,48.2,NA,1.1,36.7
Samburu,October,2019,51.8,NA,1.1,36.7
Samburu,November,2019,50,NA,1.1,36.7
Samburu,December,2019,50.6,NA,1.1,36.7
Taita Taveta,January,2019,32.9,83.6,-3.40457,38.36616
Taita Taveta,February,2019,32.9,83.6,-3.40457,38.36616
Taita Taveta,March,2019,30.6,82.6,-3.40457,38.36616
Taita Taveta,April,2019,33.6,86.5,-3.40457,38.36616
Taita Taveta,May,2019,37.4,91.7,-3.40457,38.36616
Taita Taveta,June,2019,39,91.7,-3.40457,38.36616
Taita Taveta,July,2019,41,99,-3.40457,38.36616
Taita Taveta,August,2019,42,99,-3.40457,38.36616
Taita Taveta,September,2019,44,100,-3.40457,38.36616
Taita Taveta,October,2019,46.1,100,-3.40457,38.36616
Taita Taveta,November,2019,46,100,-3.40457,38.36616
Taita Taveta,December,2019,46,100,-3.40457,38.36616
Tana River,January,2019,62,NA,-1.18902,39.83223
Tana River,February,2019,57.4,NA,-1.18902,39.83223
Tana River,March,2019,67.2,NA,-1.18902,39.83223
Tana River,April,2019,78.1,NA,-1.18902,39.83223
Tana River,May,2019,79.9,NA,-1.18902,39.83223
Tana River,June,2019,57.3,NA,-1.18902,39.83223
Tana River,July,2019,63,NA,-1.18902,39.83223
Tana River,August,2019,66.4,NA,-1.18902,39.83223
Tana River,September,2019,70.2,NA,-1.18902,39.83223
Tana River,October,2019,76.5,NA,-1.18902,39.83223
Tana River,November,2019,74.1,NA,-1.18902,39.83223
Tana River,December,2019,74,NA,-1.18902,39.83223
Tharaka Nithi,January,2019,29,NA,-0.15708,37.97344
Tharaka Nithi,February,2019,29,NA,-0.15708,37.97344
Tharaka Nithi,March,2019,30,NA,-0.15708,37.97344
Tharaka Nithi,April,2019,40,NA,-0.15708,37.97344
Tharaka Nithi,May,2019,46,NA,-0.15708,37.97344
Tharaka Nithi,June,2019,45,NA,-0.15708,37.97344
Tharaka Nithi,July,2019,48,NA,-0.15708,37.97344
Tharaka Nithi,August,2019,49,NA,-0.15708,37.97344
Tharaka Nithi,September,2019,49,NA,-0.15708,37.97344
Tharaka Nithi,October,2019,47,NA,-0.15708,37.97344
Tharaka Nithi,November,2019,49,NA,-0.15708,37.97344
Tharaka Nithi,December,2019,48,NA,-0.15708,37.97344
Turkana,January,2019,66,111,3.70367,34.87184
Turkana,February,2019,64.8,106.2,3.70367,34.87184
Turkana,March,2019,61,104,3.70367,34.87184
Turkana,April,2019,62,102.6,3.70367,34.87184
Turkana,May,2019,66,111.1,3.70367,34.87184
Turkana,June,2019,67,100,3.70367,34.87184
