Market,Month,Year,Maize.price,Beans.price,Latitude,Longitude
Turkana,July,2019,67,105,3.70367,34.87184
Turkana,August,2019,67,106,3.70367,34.87184
Turkana,September,2019,66,104,3.70367,34.87184
Turkana,October,2019,67,102,3.70367,34.87184
Turkana,November,2019,64,102,3.70367,34.87184
Turkana,December,2019,65,102,3.70367,34.87184
Wajir,January,2019,50,NA,1.75047,40.0595
Wajir,February,2019,51,NA,1.75047,40.0595
Wajir,March,2019,53,NA,1.75047,40.0595
Wajir,April,2019,56,NA,1.75047,40.0595
Wajir,May,2019,58,NA,1.75047,40.0595
Wajir,June,2019,58,NA,1.75047,40.0595
Wajir,July,2019,56.8,NA,1.75047,40.0595
Wajir,August,2019,56.8,NA,1.75047,40.0595
Wajir,September,2019,54.6,NA,1.75047,40.0595
Wajir,October,2019,53.3,NA,1.75047,40.0595
Wajir,November,2019,51,NA,1.75047,40.0595
Wajir,December,2019,48.3,NA,1.75047,40.0595
West Pokot,January,2019,27,91,1.25225,35.09099
West Pokot,February,2019,29,92,1.25225,35.09099
West Pokot,March,2019,31,93,1.25225,35.09099
West Pokot,April,2019,46,107,1.25225,35.09099
West Pokot,May,2019,52,118,1.25225,35.09099
West Pokot,June,2019,52,124,1.25225,35.09099
West Pokot,July,2019,54,120,1.25225,35.09099
West Pokot,August,2019,56,92,1.25225,35.09099
West Pokot,September,2019,53,86,1.25225,35.09099
West Pokot,October,2019,44,91,1.25225,35.09099
West Pokot,November,2019,41,99,1.25225,35.09099
West Pokot,December,2019,35,96,1.25225,35.09099
Baringo,January,2018,52,106,0.46975,35.97937
Baringo,February,2018,53,111,0.46975,35.97937
Baringo,March,2018,52,112,0.46975,35.97937
Baringo,April,2018,43,113,0.46975,35.97937
Baringo,May,2018,44,105,0.46975,35.97937
Baringo,June,2018,40,108,0.46975,35.97937
Baringo,July,2018,42,98,0.46975,35.97937
Baringo,August,2018,38,100,0.46975,35.97937
Baringo,September,2018,36,103,0.46975,35.97937
Baringo,October,2018,33,103,0.46975,35.97937
Baringo,November,2018,35,105,0.46975,35.97937
Baringo,December,2018,36,107,0.46975,35.97937
Embu,January,2018,37.6,78,-0.87239,37.23352
Embu,February,2018,37,78,-0.87239,37.23352
Embu,March,2018,38,88,-0.87239,37.23352
Embu,April,2018,36,75,-0.87239,37.23352
Embu,May,2018,34,34,-0.87239,37.23352
Embu,June,2018,30,67,-0.87239,37.23352
Embu,July,2018,25,63,-0.87239,37.23352
Embu,August,2018,23,69,-0.87239,37.23352
Embu,September,2018,18,61,-0.87239,37.23352
Embu,October,2018,22,64,-0.87239,37.23352
Embu,November,2018,30,75,-0.87239,37.23352
Embu,December,2018,30,70,-0.87239,37.23352
Garissa,January,2018,65,NA,-0.45671,39.64047
Garissa,February,2018,65,NA,-0.45671,39.64047
Garissa,March,2018,70,NA,-0.45671,39.64047
Garissa,April,2018,80,NA,-0.45671,39.64047
Garissa,May,2018,60,NA,-0.45671,39.64047
Garissa,June,2018,60,NA,-0.45671,39.64047
Garissa,July,2018,60,NA,-0.45671,39.64047
Garissa,August,2018,60,NA,-0.45671,39.64047
Garissa,September,2018,60,NA,-0.45671,39.64047
Garissa,October,2018,60,NA,-0.45671,39.64047
Garissa,November,2018,60,NA,-0.45671,39.64047
Garissa,December,2018,60,NA,-0.45671,39.64047
Isiolo,January,2018,55,115,0.35,37.5833
Isiolo,February,2018,55,120,0.35,37.5833
Isiolo,March,2018,58,118,0.35,37.5833
Isiolo,April,2018,60,120,0.35,37.5833
Isiolo,May,2018,58,110,0.35,37.5833
Isiolo,June,2018,52,105,0.35,37.5833
Isiolo,July,2018,49,93,0.35,37.5833
Isiolo,August,2018,48,98,0.35,37.5833
Isiolo,September,2018,50,100,0.35,37.5833
Isiolo,October,2018,52,105,0.35,37.5833
Isiolo,November,2018,52,108,0.35,37.5833
Isiolo,December,2018,54,112,0.35,37.5833
Kajiado,January,2018,60,119,-1.84592,36.78918
Kajiado,February,2018,60,100,-1.84592,36.78918
Kajiado,March,2018,55,95,-1.84592,36.78918
Kajiado,April,2018,50,100,-1.84592,36.78918
Kajiado,May,2018,45,80,-1.84592,36.78918
Kajiado,June,2018,45,80,-1.84592,36.78918
Kajiado,July,2018,43,77,-1.84592,36.78918
Kajiado,August,2018,40,71,-1.84592,36.78918
Kajiado,September,2018,40,72,-1.84592,36.78918
Kajiado,October,2018,45,75,-1.84592,36.78918
Kajiado,November,2018,45,78,-1.84592,36.78918
Kajiado,December,2018,48,84,-1.84592,36.78918
Kilifi,January,2018,47.9,112.5,-3.6333,39.85
Kilifi,February,2018,48.2,108.3,-3.6333,39.85
Kilifi,March,2018,47.5,104.5,-3.6333,39.85
Kilifi,April,2018,45.3,101.2,-3.6333,39.85
Kilifi,May,2018,43.8,99.5,-3.6333,39.85
Kilifi,June,2018,42.5,100.8,-3.6333,39.85
Kilifi,July,2018,39.6,92.6,-3.6333,39.85
Kilifi,August,2018,40.1,90.2,-3.6333,39.85
Kilifi,September,2018,41.6,79.8,-3.6333,39.85
Kilifi,October,2018,37.8,70.5,-3.6333,39.85
Kilifi,November,2018,39,81,-3.6333,39.85
Kilifi,December,2018,39.5,75.2,-3.6333,39.85
Kitui,January,2018,36.7,78.5,-1.36648,38.01201
Kitui,February,2018,35.8,74.5,-1.36648,38.01201
Kitui,March,2018,34.3,82.3,-1.36648,38.01201
Kitui,April,2018,31.2,79,-1.36648,38.01201
Kitui,May,2018,29.3,72.1,-1.36648,38.01201
Kitui,June,2018,30.5,72.8,-1.36648,38.01201
Kitui,July,2018,29.6,73.4,-1.36648,38.01201
Kitui,August,2018,30,79.7,-1.36648,38.01201
Kitui,September,2018,27.1,75.8,-1.36648,38.01201
Kitui,October,2018,30,76,-1.36648,38.01201
Kitui,November,2018,26.9,71,-1.36648,38.01201
Kitui,December,2018,27.9,66,-1.36648,38.01201
Kwale,January,2018,39.5,NA,-4.28178,39.56682
Kwale,February,2018,39.1,NA,-4.28178,39.56682
Kwale,March,2018,36.3,NA,-4.28178,39.56682
Kwale,April,2018,42,NA,-4.28178,39.56682
Kwale,May,2018,39.1,NA,-4.28178,39.56682
Kwale,June,2018,39.8,NA,-4.28178,39.56682
Kwale,July,2018,34.4,NA,-4.28178,39.56682
Kwale,August,2018,34.2,NA,-4.28178,39.56682
Kwale,September,2018,35.4,NA,-4.28178,39.56682
Kwale,October,2018,33.5,NA,-4.28178,39.56682
Kwale,November,2018,32.5,NA,-4.28178,39.56682
Kwale,December,2018,30,NA,-4.28178,39.56682
Laikipia,January,2018,37,NA,-0.7182,36.43624
Laikipia,February,2018,35.7,NA,-0.7182,36.43624
Laikipia,March,2018,35.7,NA,-0.7182,36.43624
Laikipia,April,2018,34.8,NA,-0.7182,36.43624
Laikipia,May,2018,34.1,NA,-0.7182,36.43624
Laikipia,June,2018,34.4,NA,-0.7182,36.43624
Laikipia,July,2018,35.4,NA,-0.7182,36.43624
Laikipia,August,2018,27.7,NA,-0.7182,36.43624
Laikipia,September,2018,27.1,NA,-0.7182,36.43624
Laikipia,October,2018,21.5,NA,-0.7182,36.43624
Laikipia,November,2018,23.7,NA,-0.7182,36.43624
Laikipia,December,2018,25,NA,-0.7182,36.43624
Lamu,January,2018,39,103,-2.26754,40.90106
Lamu,February,2018,43,102,-2.26754,40.90106
Lamu,March,2018,40,106,-2.26754,40.90106
Lamu,April,2018,44,100,-2.26754,40.90106
Lamu,May,2018,41,112,-2.26754,40.90106
Lamu,June,2018,44,103,-2.26754,40.90106
Lamu,July,2018,37,109,-2.26754,40.90106
Lamu,August,2018,50,107,-2.26754,40.90106
Lamu,September,2018,41,100,-2.26754,40.90106
Lamu,October,2018,38,93,-2.26754,40.90106
Lamu,November,2018,45,104,-2.26754,40.90106
Lamu,December,2018,43,104,-2.26754,40.90106
Makueni,January,2018,40,88,-1.54214,37.25674
Makueni,February,2018,39,80,-1.54214,37.25674
Makueni,March,2018,35,87,-1.54214,37.25674
Makueni,April,2018,35,84,-1.54214,37.25674
Makueni,May,2018,34,86,-1.54214,37.25674
Makueni,June,2018,33,80,-1.54214,37.25674
Makueni,July,2018,33,78,-1.54214,37.25674
Makueni,August,2018,30,75,-1.54214,37.25674
Makueni,September,2018,29.5,75.8,-1.54214,37.25674
Makueni,October,2018,30,72.6,-1.54214,37.25674
Makueni,November,2018,29.8,74.5,-1.54214,37.25674
Makueni,December,2018,30.7,75.2,-1.54214,37.25674
Mandera,January,2018,67.5,NA,3.93842,41.85732
Mandera,February,2018,67,NA,3.93842,41.85732
Mandera,March,2018,65,NA,3.93842,41.85732
Mandera,April,2018,63,NA,3.93842,41.85732
Mandera,May,2018,66,NA,3.93842,41.85732
Mandera,June,2018,64,NA,3.93842,41.85732
Mandera,July,2018,63,NA,3.93842,41.85732
Mandera,August,2018,64,NA,3.93842,41.85732
Mandera,September,2018,67,NA,3.93842,41.85732
Mandera,October,2018,67,NA,3.93842,41.85732
Mandera,November,2018,65,NA,3.93842,41.85732
Mandera,December,2018,68,NA,3.93842,41.85732
Marsabit,January,2018,52,104,2.33806,37.99164
Marsabit,February,2018,53,110,2.33806,37.99164
Marsabit,March,2018,52,105,2.33806,37.99164
Marsabit,April,2018,53,102,2.33806,37.99164
Marsabit,May,2018,48,98,2.33806,37.99164
Marsabit,June,2018,45,90,2.33806,37.99164
Marsabit,July,2018,41,86,2.33806,37.99164
Marsabit,August,2018,39,77,2.33806,37.99164
Marsabit,September,2018,41,83,2.33806,37.99164
Marsabit,October,2018,42,87,2.33806,37.99164
Marsabit,November,2018,44,88,2.33806,37.99164
Marsabit,December,2018,43,83,2.33806,37.99164
Meru,January,2018,39.6,63.3,0.04998,37.65001
Meru,February,2018,40,74.4,0.04998,37.65001
Meru,March,2018,39,62,0.04998,37.65001
Meru,April,2018,37.5,61,0.04998,37.65001
Meru,May,2018,29.2,54,0.04998,37.65001
Meru,June,2018,26.7,46.7,0.04998,37.65001
Meru,July,2018,26.7,46,0.04998,37.65001
Meru,August,2018,27,39.7,0.04998,37.65001
Meru,September,2018,25.7,45.6,0.04998,37.65001
Meru,October,2018,25.7,47.2,0.04998,37.65001
Meru,November,2018,28.6,51.7,0.04998,37.65001
Meru,December,2018,27.5,52.7,0.04998,37.65001
Narok,January,2018,53,103,-1.08869,35.87149
Narok,February,2018,53,87,-1.08869,35.87149
Narok,March,2018,48,87,-1.08869,35.87149
Narok,April,2018,58,98,-1.08869,35.87149
Narok,May,2018,50,105,-1.08869,35.87149
Narok,June,2018,46,97,-1.08869,35.87149
Narok,July,2018,39,93,-1.08869,35.87149
Narok,August,2018,38,94,-1.08869,35.87149
Narok,September,2018,40,93,-1.08869,35.87149
Narok,October,2018,40,98,-1.08869,35.87149
Narok,November,2018,41,105,-1.08869,35.87149
Narok,December,2018,39,101,-1.08869,35.87149
Nyeri,January,2018,57.5,99.2,-0.4193,36.9517
Nyeri,February,2018,46.7,90,-0.4193,36.9517
Nyeri,March,2018,43.8,85.8,-0.4193,36.9517
Nyeri,April,2018,41,81,-0.4193,36.9517
Nyeri,May,2018,36,83.5,-0.4193,36.9517
Nyeri,June,2018,36,78.8,-0.4193,36.9517
Nyeri,July,2018,35.2,66.4,-0.4193,36.9517
Nyeri,August,2018,35,65,-0.4193,36.9517
Nyeri,September,2018,33.3,60.4,-0.4193,36.9517
Nyeri,October,2018,27.3,70.8,-0.4193,36.9517
Nyeri,November,2018,22.9,78,-0.4193,36.9517
Nyeri,December,2018,31.9,82,-0.4193,36.9517
Samburu,January,2018,46.5,NA,1.1,36.7
Samburu,February,2018,47,NA,1.1,36.7
Samburu,March,2018,47.6,NA,1.1,36.7
Samburu,April,2018,45.8,NA,1.1,36.7
Samburu,May,2018,45.7,NA,1.1,36.7
Samburu,June,2018,48.5,NA,1.1,36.7
Samburu,July,2018,47.6,NA,1.1,36.7
Samburu,August,2018,47.2,NA,1.1,36.7
Samburu,September,2018,46.3,NA,1.1,36.7
Samburu,October,2018,45.6,NA,1.1,36.7
Samburu,November,2018,45,NA,1.1,36.7
Samburu,December,2018,41,NA,1.1,36.7
Taita Taveta,January,2018,41.1,96.1,-3.40457,38.36616
Taita Taveta,February,2018,41,97.4,-3.40457,38.36616
Taita Taveta,March,2018,39,98.6,-3.40457,38.36616
Taita Taveta,April,2018,38.8,99.1,-3.40457,38.36616
Taita Taveta,May,2018,36,98.4,-3.40457,38.36616
Taita Taveta,June,2018,34.4,96.5,-3.40457,38.36616
Taita Taveta,July,2018,32.8,90.3,-3.40457,38.36616
Taita Taveta,August,2018,32.1,87.1,-3.40457,38.36616
Taita Taveta,September,2018,31.7,84.3,-3.40457,38.36616
Taita Taveta,October,2018,32.2,82.9,-3.40457,38.36616
Taita Taveta,November,2018,33.2,86.3,-3.40457,38.36616
Taita Taveta,December,2018,32.6,84.2,-3.40457,38.36616
Tana River,January,2018,55,NA,-1.18902,39.83223
Tana River,February,2018,55,NA,-1.18902,39.83223
Tana River,March,2018,58,NA,-1.18902,39.83223
Tana River,April,2018,50,NA,-1.18902,39.83223
Tana River,May,2018,50,NA,-1.18902,39.83223
Tana River,June,2018,57,NA,-1.18902,39.83223
Tana River,July,2018,55,NA,-1.18902,39.83223
Tana River,August,2018,48,NA,-1.18902,39.83223
Tana River,September,2018,42,NA,-1.18902,39.83223
Tana River,October,2018,55.3,NA,-1.18902,39.83223
Tana River,November,2018,39.2,NA,-1.18902,39.83223
Tana River,December,2018,42,NA,-1.18902,39.83223
Tharaka Nithi,January,2018,38,NA,-0.15708,37.97344
Tharaka Nithi,February,2018,35,NA,-0.15708,37.97344
Tharaka Nithi,March,2018,32,NA,-0.15708,37.97344
Tharaka Nithi,April,2018,33,NA,-0.15708,37.97344
Tharaka Nithi,May,2018,31,NA,-0.15708,37.97344
Tharaka Nithi,June,2018,31,NA,-0.15708,37.97344
Tharaka Nithi,July,2018,31,NA,-0.15708,37.97344
Tharaka Nithi,August,2018,27,NA,-0.15708,37.97344
Tharaka Nithi,September,2018,26,NA,-0.15708,37.97344
Tharaka Nithi,October,2018,25,NA,-0.15708,37.97344
Tharaka Nithi,November,2018,29,NA,-0.15708,37.97344
Tharaka Nithi,December,2018,30,NA,-0.15708,37.97344
Turkana,January,2018,82,147.9,3.70367,34.87184
Turkana,February,2018,86,146.6,3.70367,34.87184
Turkana,March,2018,86,146.9,3.70367,34.87184
Turkana,April,2018,85,144,3.70367,34.87184
Turkana,May,2018,84,138,3.70367,34.87184
Turkana,June,2018,83,129.3,3.70367,34.87184
Turkana,July,2018,81,129.3,3.70367,34.87184
Turkana,August,2018,59,110.8,3.70367,34.87184
Turkana,September,2018,63,114.3,3.70367,34.87184
Turkana,October,2018,61,120.6,3.70367,34.87184
Turkana,November,2018,62,120,3.70367,34.87184
Turkana,December,2018,60,112.1,3.70367,34.87184
Wajir,January,2018,51,NA,1.75047,40.0595
Wajir,February,2018,59,NA,1.75047,40.0595
Wajir,March,2018,51,NA,1.75047,40.0595
Wajir,April,2018,51,NA,1.75047,40.0595
Wajir,May,2018,51,NA,1.75047,40.0595
Wajir,June,2018,48,NA,1.75047,40.0595
Wajir,July,2018,48,NA,1.75047,40.0595
Wajir,August,2018,48,NA,1.75047,40.0595
Wajir,September,2018,51,NA,1.75047,40.0595
Wajir,October,2018,48,NA,1.75047,40.0595
Wajir,November,2018,50,NA,1.75047,40.0595
Wajir,December,2018,52,NA,1.75047,40.0595
West Pokot,January,2018,38,100,1.25225,35.09099
West Pokot,February,2018,38,103,1.25225,35.09099
West Pokot,March,2018,37,102,1.25225,35.09099
West Pokot,April,2018,37,106,1.25225,35.09099
West Pokot,May,2018,35,111,1.25225,35.09099
West Pokot,June,2018,31,101,1.25225,35.09099
West Pokot,July,2018,30,80,1.25225,35.09099
West Pokot,August,2018,29,71,1.25225,35.09099
West Pokot,September,2018,27,69,1.25225,35.09099
West Pokot,October,2018,24,70,1.25225,35.09099
West Pokot,November,2018,23,76,1.25225,35.09099
West Pokot,December,2018,24,81,1.25225,35.09099
Baringo,January,2017,55,108,0.46975,35.97937
Baringo,February,2017,52,112,0.46975,35.97937
Baringo,March,2017,57,114,0.46975,35.97937
Baringo,April,2017,62,127,0.46975,35.97937
Baringo,May,2017,73,138,0.46975,35.97937
Baringo,June,2017,81,129,0.46975,35.97937
Baringo,July,2017,58,118,0.46975,35.97937
Baringo,August,2017,52,120,0.46975,35.97937
Baringo,September,2017,53,104,0.46975,35.97937
Baringo,October,2017,53,108,0.46975,35.97937
Baringo,November,2017,50,121,0.46975,35.97937
Baringo,December,2017,48,120,0.46975,35.97937
Embu,January,2017,42.5,50,-0.87239,37.23352
Embu,February,2017,46.3,73.4,-0.87239,37.23352
Embu,March,2017,40.9,76.9,-0.87239,37.23352
Embu,April,2017,58.8,85,-0.87239,37.23352
Embu,May,2017,57.5,92.5,-0.87239,37.23352
Embu,June,2017,59.5,89.5,-0.87239,37.23352
Embu,July,2017,53,80,-0.87239,37.23352
Embu,August,2017,41.1,82.5,-0.87239,37.23352
Embu,September,2017,48.6,94.5,-0.87239,37.23352
Embu,October,2017,56.2,85.4,-0.87239,37.23352
Embu,November,2017,46,88.3,-0.87239,37.23352
Embu,December,2017,46.3,79,-0.87239,37.23352
Garissa,January,2017,55,NA,-0.45671,39.64047
Garissa,February,2017,55,NA,-0.45671,39.64047
Garissa,March,2017,55,NA,-0.45671,39.64047
Garissa,April,2017,60,NA,-0.45671,39.64047
Garissa,May,2017,50,NA,-0.45671,39.64047
Garissa,June,2017,60,NA,-0.45671,39.64047
Garissa,July,2017,60,NA,-0.45671,39.64047
Garissa,August,2017,65,NA,-0.45671,39.64047
Garissa,September,2017,65,NA,-0.45671,39.64047
Garissa,October,2017,65,NA,-0.45671,39.64047
Garissa,November,2017,65,NA,-0.45671,39.64047
Garissa,December,2017,65,NA,-0.45671,39.64047
Isiolo,January,2017,53,90,0.35,37.5833
Isiolo,February,2017,55,90,0.35,37.5833
Isiolo,March,2017,55,92,0.35,37.5833
Isiolo,April,2017,60,95,0.35,37.5833
Isiolo,May,2017,60,100,0.35,37.5833
Isiolo,June,2017,60,108,0.35,37.5833
Isiolo,July,2017,61,114,0.35,37.5833
Isiolo,August,2017,54,110,0.35,37.5833
Isiolo,September,2017,55,112,0.35,37.5833
Isiolo,October,2017,55,110,0.35,37.5833
Isiolo,November,2017,53,110,0.35,37.5833
Isiolo,December,2017,55,113,0.35,37.5833
Kajiado,January,2017,48,91,-1.84592,36.78918
Kajiado,February,2017,52,97,-1.84592,36.78918
Kajiado,March,2017,60,120,-1.84592,36.78918
Kajiado,April,2017,65,130,-1.84592,36.78918
Kajiado,May,2017,65,120,-1.84592,36.78918
Kajiado,June,2017,65,125,-1.84592,36.78918
Kajiado,July,2017,65,120,-1.84592,36.78918
Kajiado,August,2017,68,130,-1.84592,36.78918
Kajiado,September,2017,70,135,-1.84592,36.78918
Kajiado,October,2017,73,139,-1.84592,36.78918
Kajiado,November,2017,75,140,-1.84592,36.78918
Kajiado,December,2017,60,120,-1.84592,36.78918
Kilifi,January,2017,40.3,97.3,-3.6333,39.85
Kilifi,February,2017,46.6,100,-3.6333,39.85
Kilifi,March,2017,46.4,109.3,-3.6333,39.85
Kilifi,April,2017,60,117.3,-3.6333,39.85
Kilifi,May,2017,86.3,123.9,-3.6333,39.85
Kilifi,June,2017,57.9,131.8,-3.6333,39.85
Kilifi,July,2017,59.5,119,-3.6333,39.85
Kilifi,August,2017,47.8,114.8,-3.6333,39.85
Kilifi,September,2017,46,112.8,-3.6333,39.85
Kilifi,October,2017,39.2,107.6,-3.6333,39.85
Kilifi,November,2017,62.6,115.5,-3.6333,39.85
Kilifi,December,2017,46.3,114.3,-3.6333,39.85
Kitui,January,2017,38,79,-1.36648,38.01201
Kitui,February,2017,48,86,-1.36648,38.01201
Kitui,March,2017,46,90,-1.36648,38.01201
Kitui,April,2017,54,93,-1.36648,38.01201
Kitui,May,2017,58,89,-1.36648,38.01201
Kitui,June,2017,58,91,-1.36648,38.01201
Kitui,July,2017,58,92,-1.36648,38.01201
Kitui,August,2017,45,83,-1.36648,38.01201
Kitui,September,2017,43,80,-1.36648,38.01201
Kitui,October,2017,37,89,-1.36648,38.01201
Kitui,November,2017,37,83,-1.36648,38.01201
Kitui,December,2017,35,82,-1.36648,38.01201
Kwale,January,2017,43.1,NA,-4.28178,39.56682
Kwale,February,2017,48.6,NA,-4.28178,39.56682
Kwale,March,2017,48.3,NA,-4.28178,39.56682
Kwale,April,2017,59.7,NA,-4.28178,39.56682
Kwale,May,2017,69.2,NA,-4.28178,39.56682
Kwale,June,2017,64.3,NA,-4.28178,39.56682
Kwale,July,2017,64.3,NA,-4.28178,39.56682
Kwale,August,2017,47.9,NA,-4.28178,39.56682
Kwale,September,2017,43.6,NA,-4.28178,39.56682
Kwale,October,2017,44.1,NA,-4.28178,39.56682
Kwale,November,2017,36.4,NA,-4.28178,39.56682
Kwale,December,2017,40.8,NA,-4.28178,39.56682
Laikipia,January,2017,38,NA,-0.7182,36.43624
Laikipia,February,2017,40,NA,-0.7182,36.43624
Laikipia,March,2017,47,NA,-0.7182,36.43624
Laikipia,April,2017,54,NA,-0.7182,36.43624
Laikipia,May,2017,63,NA,-0.7182,36.43624
Laikipia,June,2017,61,NA,-0.7182,36.43624
Laikipia,July,2017,59,NA,-0.7182,36.43624
Laikipia,August,2017,55,NA,-0.7182,36.43624
Laikipia,September,2017,49,NA,-0.7182,36.43624
Laikipia,October,2017,43,NA,-0.7182,36.43624
Laikipia,November,2017,39,NA,-0.7182,36.43624
Laikipia,December,2017,38,NA,-0.7182,36.43624
Lamu,January,2017,40,92,-2.26754,40.90106
Lamu,February,2017,44,98.3,-2.26754,40.90106
Lamu,March,2017,46.7,97.5,-2.26754,40.90106
Lamu,April,2017,54,112.5,-2.26754,40.90106
Lamu,May,2017,55,122,-2.26754,40.90106
Lamu,June,2017,57.5,116,-2.26754,40.90106
Lamu,July,2017,68.3,106,-2.26754,40.90106
Lamu,August,2017,30,110,-2.26754,40.90106
Lamu,September,2017,35,102,-2.26754,40.90106
Lamu,October,2017,28,106,-2.26754,40.90106
Lamu,November,2017,32,100,-2.26754,40.90106
Lamu,December,2017,37,102,-2.26754,40.90106
Makueni,January,2017,40,95,-1.54214,37.25674
Makueni,February,2017,45,92,-1.54214,37.25674
Makueni,March,2017,47,90,-1.54214,37.25674
Makueni,April,2017,49,80,-1.54214,37.25674
Makueni,May,2017,60,100,-1.54214,37.25674
Makueni,June,2017,63,110,-1.54214,37.25674
Makueni,July,2017,57,89,-1.54214,37.25674
Makueni,August,2017,47,93,-1.54214,37.25674
Makueni,September,2017,45,98,-1.54214,37.25674
Makueni,October,2017,41,100,-1.54214,37.25674
Makueni,November,2017,41,100,-1.54214,37.25674
Makueni,December,2017,41,90,-1.54214,37.25674
Mandera,January,2017,66,NA,3.93842,41.85732
Mandera,February,2017,64,NA,3.93842,41.85732
Mandera,March,2017,65,NA,3.93842,41.85732
Mandera,April,2017,65,NA,3.93842,41.85732
Mandera,May,2017,64,NA,3.93842,41.85732
Mandera,June,2017,66,NA,3.93842,41.85732
Mandera,July,2017,66,NA,3.93842,41.85732
Mandera,August,2017,67,NA,3.93842,41.85732
Mandera,September,2017,70,NA,3.93842,41.85732
Mandera,October,2017,70,NA,3.93842,41.85732
Mandera,November,2017,65,NA,3.93842,41.85732
Mandera,December,2017,67,NA,3.93842,41.85732
Marsabit,January,2017,46.7,86,2.33806,37.99164
Marsabit,February,2017,47,86,2.33806,37.99164
Marsabit,March,2017,51,89,2.33806,37.99164
Marsabit,April,2017,52.9,96.4,2.33806,37.99164
Marsabit,May,2017,47,98,2.33806,37.99164
Marsabit,June,2017,49,105,2.33806,37.99164
Marsabit,July,2017,51,100,2.33806,37.99164
Marsabit,August,2017,52,103,2.33806,37.99164
Marsabit,September,2017,53,107,2.33806,37.99164
Marsabit,October,2017,49,110,2.33806,37.99164
Marsabit,November,2017,48,105,2.33806,37.99164
Marsabit,December,2017,50,99,2.33806,37.99164
Meru,January,2017,40,70,0.04998,37.65001
Meru,February,2017,47,77,0.04998,37.65001
Meru,March,2017,43,78,0.04998,37.65001
Meru,April,2017,50,86,0.04998,37.65001
Meru,May,2017,55,81,0.04998,37.65001
Meru,June,2017,55,75,0.04998,37.65001
Meru,July,2017,51,85,0.04998,37.65001
Meru,August,2017,50,100,0.04998,37.65001
Meru,September,2017,45,100,0.04998,37.65001
Meru,October,2017,49,96,0.04998,37.65001
Meru,November,2017,45,93,0.04998,37.65001
Meru,December,2017,43,80,0.04998,37.65001
Narok,January,2017,48,90,-1.08869,35.87149
Narok,February,2017,49,107,-1.08869,35.87149
Narok,March,2017,47,107,-1.08869,35.87149
Narok,April,2017,78,120,-1.08869,35.87149
Narok,May,2017,73,126,-1.08869,35.87149
Narok,June,2017,76,110,-1.08869,35.87149
Narok,July,2017,78,97,-1.08869,35.87149
Narok,August,2017,62,84,-1.08869,35.87149
Narok,September,2017,58,89,-1.08869,35.87149
Narok,October,2017,52,101,-1.08869,35.87149
Narok,November,2017,52,97,-1.08869,35.87149
Narok,December,2017,53,92,-1.08869,35.87149
Nyeri,January,2017,42.9,80.9,-0.4193,36.9517
Nyeri,February,2017,45.5,84.8,-0.4193,36.9517
Nyeri,March,2017,48.3,90.2,-0.4193,36.9517
Nyeri,April,2017,49.8,96.7,-0.4193,36.9517
Nyeri,May,2017,54.6,112,-0.4193,36.9517
Nyeri,June,2017,60,116.3,-0.4193,36.9517
Nyeri,July,2017,57.8,109.2,-0.4193,36.9517
Nyeri,August,2017,46.4,94,-0.4193,36.9517
Nyeri,September,2017,59.8,101.8,-0.4193,36.9517
Nyeri,October,2017,49.1,110,-0.4193,36.9517
Nyeri,November,2017,51.3,97.5,-0.4193,36.9517
Nyeri,December,2017,52.9,99.2,-0.4193,36.9517
Samburu,January,2017,49,NA,1.1,36.7
Samburu,February,2017,54,NA,1.1,36.7
Samburu,March,2017,55,NA,1.1,36.7
Samburu,April,2017,60,NA,1.1,36.7
Samburu,May,2017,67,NA,1.1,36.7
Samburu,June,2017,65,NA,1.1,36.7
Samburu,July,2017,65,NA,1.1,36.7
Samburu,August,2017,54,NA,1.1,36.7
Samburu,September,2017,55,NA,1.1,36.7
Samburu,October,2017,55,NA,1.1,36.7
Samburu,November,2017,51,NA,1.1,36.7
Samburu,December,2017,47,NA,1.1,36.7
Taita Taveta,January,2017,41.8,91.8,-3.40457,38.36616
Taita Taveta,February,2017,41.8,91.8,-3.40457,38.36616
Taita Taveta,March,2017,42,92,-3.40457,38.36616
Taita Taveta,April,2017,42,92,-3.40457,38.36616
Taita Taveta,May,2017,45,93,-3.40457,38.36616
Taita Taveta,June,2017,45,93,-3.40457,38.36616
Taita Taveta,July,2017,48,96,-3.40457,38.36616
Taita Taveta,August,2017,45.3,102.9,-3.40457,38.36616
Taita Taveta,September,2017,44.3,98.7,-3.40457,38.36616
Taita Taveta,October,2017,44.9,98.7,-3.40457,38.36616
Taita Taveta,November,2017,44,97.7,-3.40457,38.36616
Taita Taveta,December,2017,44.3,102,-3.40457,38.36616
Tana River,January,2017,53.2,NA,-1.18902,39.83223
Tana River,February,2017,54.5,NA,-1.18902,39.83223
Tana River,March,2017,57.3,NA,-1.18902,39.83223
Tana River,April,2017,56.1,NA,-1.18902,39.83223
Tana River,May,2017,60,NA,-1.18902,39.83223
Tana River,June,2017,63.1,NA,-1.18902,39.83223
Tana River,July,2017,65,NA,-1.18902,39.83223
Tana River,August,2017,55.9,NA,-1.18902,39.83223
Tana River,September,2017,64,NA,-1.18902,39.83223
Tana River,October,2017,60,NA,-1.18902,39.83223
Tana River,November,2017,50.83,NA,-1.18902,39.83223
Tana River,December,2017,45,NA,-1.18902,39.83223
